Year,ProjID,Lifestage,CPUE,Watershed,Salinity,PSU
2006,B90,Juvenile,7.45158836,Ashley,AshleyCSI12,0.227325272
2007,B90,Juvenile,3.803229663,Ashley,AshleyCSI12,-0.600871831
2008,B90,Juvenile,3.488908281,Ashley,AshleyCSI12,-1.126818652
2009,B90,Juvenile,0.285714286,Ashley,AshleyCSI12,-0.326029512
2010,B90,Juvenile,0.368506494,Ashley,AshleyCSI12,0.606494792
2011,B90,Juvenile,1.071428571,Ashley,AshleyCSI12,-0.264089286
2012,B90,Juvenile,1.339423075,Ashley,AshleyCSI12,-1.845162097
2013,B90,Juvenile,1.09375,Ashley,AshleyCSI12,-0.412573239
2014,B90,Juvenile,0.364583333,Ashley,AshleyCSI12,0.639318565
2015,B90,Juvenile,1.020833333,Ashley,AshleyCSI12,0.964931451
2016,B90,Juvenile,1.056818182,Ashley,AshleyCSI12,1.701484113
2017,B90,Juvenile,1.03125,Ashley,AshleyCSI12,0.320662228
2006,B90,Subadult,5.684793803,Ashley,AshleyCSI12,0.227325272
2007,B90,Subadult,4.346304345,Ashley,AshleyCSI12,-0.600871831
2008,B90,Subadult,3.927170979,Ashley,AshleyCSI12,-1.126818652
2009,B90,Subadult,0.876984127,Ashley,AshleyCSI12,-0.326029512
2010,B90,Subadult,1.364754708,Ashley,AshleyCSI12,0.606494792
2011,B90,Subadult,4.854737792,Ashley,AshleyCSI12,-0.264089286
2012,B90,Subadult,1.839323613,Ashley,AshleyCSI12,-1.845162097
2013,B90,Subadult,0.8125,Ashley,AshleyCSI12,-0.412573239
2014,B90,Subadult,0.614583333,Ashley,AshleyCSI12,0.639318565
2015,B90,Subadult,0.650892857,Ashley,AshleyCSI12,0.964931451
2016,B90,Subadult,2.227272727,Ashley,AshleyCSI12,1.701484113
2017,B90,Subadult,2.645833333,Ashley,AshleyCSI12,0.320662228
2006,B90,Adult,1.962102686,Ashley,AshleyCSI12,0.227325272
2007,B90,Adult,1.442479688,Ashley,AshleyCSI12,-0.600871831
2008,B90,Adult,2.615170615,Ashley,AshleyCSI12,-1.126818652
2009,B90,Adult,0.698412698,Ashley,AshleyCSI12,-0.326029512
2010,B90,Adult,1.869660877,Ashley,AshleyCSI12,0.606494792
2011,B90,Adult,4.161495974,Ashley,AshleyCSI12,-0.264089286
2012,B90,Adult,0.81875,Ashley,AshleyCSI12,-1.845162097
2013,B90,Adult,0.263888889,Ashley,AshleyCSI12,-0.412573239
2014,B90,Adult,0.708333333,Ashley,AshleyCSI12,0.639318565
2015,B90,Adult,1.49047619,Ashley,AshleyCSI12,0.964931451
2016,B90,Adult,5.965909091,Ashley,AshleyCSI12,1.701484113
2017,B90,Adult,3.634469698,Ashley,AshleyCSI12,0.320662228
2006,B90,ImmatureFemale,7.546071795,Ashley,AshleyCSI12,0.227325272
2007,B90,ImmatureFemale,4.150455367,Ashley,AshleyCSI12,-0.600871831
2008,B90,ImmatureFemale,4.504485125,Ashley,AshleyCSI12,-1.126818652
2009,B90,ImmatureFemale,0.694444444,Ashley,AshleyCSI12,-0.326029512
2010,B90,ImmatureFemale,0.937301587,Ashley,AshleyCSI12,0.606494792
2011,B90,ImmatureFemale,2.717412217,Ashley,AshleyCSI12,-0.264089286
2012,B90,ImmatureFemale,1.583279655,Ashley,AshleyCSI12,-1.845162097
2013,B90,ImmatureFemale,1.236111111,Ashley,AshleyCSI12,-0.412573239
2014,B90,ImmatureFemale,0.268849206,Ashley,AshleyCSI12,0.639318565
2015,B90,ImmatureFemale,0.966071429,Ashley,AshleyCSI12,0.964931451
2016,B90,ImmatureFemale,1.75,Ashley,AshleyCSI12,1.701484113
2017,B90,ImmatureFemale,1.722222222,Ashley,AshleyCSI12,0.320662228
2006,B90,MatureFemale,1.156239664,Ashley,AshleyCSI12,0.227325272
2007,B90,MatureFemale,0.872124989,Ashley,AshleyCSI12,-0.600871831
2008,B90,MatureFemale,1.681291844,Ashley,AshleyCSI12,-1.126818652
2009,B90,MatureFemale,0.396825397,Ashley,AshleyCSI12,-0.326029512
2010,B90,MatureFemale,1.455916306,Ashley,AshleyCSI12,0.606494792
2011,B90,MatureFemale,3.882154882,Ashley,AshleyCSI12,-0.264089286
2012,B90,MatureFemale,0.633928571,Ashley,AshleyCSI12,-1.845162097
2013,B90,MatureFemale,0.277777778,Ashley,AshleyCSI12,-0.412573239
2014,B90,MatureFemale,0.470238095,Ashley,AshleyCSI12,0.639318565
2015,B90,MatureFemale,1.010714286,Ashley,AshleyCSI12,0.964931451
2016,B90,MatureFemale,3.988636364,Ashley,AshleyCSI12,1.701484113
2017,B90,MatureFemale,2.867108587,Ashley,AshleyCSI12,0.320662228
2006,B90,Total,15.09848485,Ashley,AshleyCSI12,0.227325272
2007,B90,Total,9.592013889,Ashley,AshleyCSI12,-0.600871831
2008,B90,Total,10.03125,Ashley,AshleyCSI12,-1.126818652
2009,B90,Total,1.861111111,Ashley,AshleyCSI12,-0.326029512
2010,B90,Total,3.602922078,Ashley,AshleyCSI12,0.606494792
2011,B90,Total,10.08766234,Ashley,AshleyCSI12,-0.264089286
2012,B90,Total,3.997496684,Ashley,AshleyCSI12,-1.845162097
2013,B90,Total,2.170138889,Ashley,AshleyCSI12,-0.412573239
2014,B90,Total,1.6875,Ashley,AshleyCSI12,0.639318565
2015,B90,Total,3.180952381,Ashley,AshleyCSI12,0.964931451
2016,B90,Total,9.818181818,Ashley,AshleyCSI12,1.701484113
2017,B90,Total,8.415719697,Ashley,AshleyCSI12,0.320662228
2006,P88,Total,55.55014446,Ashley,AshleyCSI12,0.227325272
2007,P88,Total,43.51330637,Ashley,AshleyCSI12,-0.600871831
2008,P88,Total,51.87003437,Ashley,AshleyCSI12,-1.126818652
2009,P88,Total,31.10712204,Ashley,AshleyCSI12,-0.326029512
2010,P88,Total,19.28829762,Ashley,AshleyCSI12,0.606494792
2011,P88,Total,40.19162949,Ashley,AshleyCSI12,-0.264089286
2012,P88,Total,41.76340781,Ashley,AshleyCSI12,-1.845162097
2013,P88,Total,67.42347751,Ashley,AshleyCSI12,-0.412573239
2014,P88,Total,33.29984774,Ashley,AshleyCSI12,0.639318565
2015,P88,Total,31.90391999,Ashley,AshleyCSI12,0.964931451
2016,P88,Total,32.67326143,Ashley,AshleyCSI12,1.701484113
2017,P88,Total,34.47886567,Ashley,AshleyCSI12,0.320662228
2006,T06,Total,1.596656406,Ashley,AshleyCSI12,0.227325272
2007,T06,Total,1.722439093,Ashley,AshleyCSI12,-0.600871831
2008,T06,Total,2.202487118,Ashley,AshleyCSI12,-1.126818652
2009,T06,Total,0.622471894,Ashley,AshleyCSI12,-0.326029512
2010,T06,Total,1.258421724,Ashley,AshleyCSI12,0.606494792
2011,T06,Total,1.501418722,Ashley,AshleyCSI12,-0.264089286
2012,T06,Total,2.46230477,Ashley,AshleyCSI12,-1.845162097
2013,T06,Total,1.338590387,Ashley,AshleyCSI12,-0.412573239
2014,T06,Total,0.588738549,Ashley,AshleyCSI12,0.639318565
2015,T06,Total,1.605047227,Ashley,AshleyCSI12,0.964931451
2016,T06,Total,2.273138556,Ashley,AshleyCSI12,1.701484113
2017,T06,Total,2.029875494,Ashley,AshleyCSI12,0.320662228
2007,B90,Juvenile,3.803229663,Ashley,AshleyCSI24,-0.173389569
2008,B90,Juvenile,3.488908281,Ashley,AshleyCSI24,-0.925774702
2009,B90,Juvenile,0.285714286,Ashley,AshleyCSI24,-0.777712733
2010,B90,Juvenile,0.368506494,Ashley,AshleyCSI24,0.189971003
2011,B90,Juvenile,1.071428571,Ashley,AshleyCSI24,0.226685352
2012,B90,Juvenile,1.339423075,Ashley,AshleyCSI24,-1.175940399
2013,B90,Juvenile,1.09375,Ashley,AshleyCSI24,-1.251794491
2014,B90,Juvenile,0.364583333,Ashley,AshleyCSI24,0.155644202
2015,B90,Juvenile,1.020833333,Ashley,AshleyCSI24,0.946276731
2016,B90,Juvenile,1.056818182,Ashley,AshleyCSI24,1.533593238
2017,B90,Juvenile,1.03125,Ashley,AshleyCSI24,1.146275108
2007,B90,Subadult,4.346304345,Ashley,AshleyCSI24,-0.173389569
2008,B90,Subadult,3.927170979,Ashley,AshleyCSI24,-0.925774702
2009,B90,Subadult,0.876984127,Ashley,AshleyCSI24,-0.777712733
2010,B90,Subadult,1.364754708,Ashley,AshleyCSI24,0.189971003
2011,B90,Subadult,4.854737792,Ashley,AshleyCSI24,0.226685352
2012,B90,Subadult,1.839323613,Ashley,AshleyCSI24,-1.175940399
2013,B90,Subadult,0.8125,Ashley,AshleyCSI24,-1.251794491
2014,B90,Subadult,0.614583333,Ashley,AshleyCSI24,0.155644202
2015,B90,Subadult,0.650892857,Ashley,AshleyCSI24,0.946276731
2016,B90,Subadult,2.227272727,Ashley,AshleyCSI24,1.533593238
2017,B90,Subadult,2.645833333,Ashley,AshleyCSI24,1.146275108
2007,B90,Adult,1.442479688,Ashley,AshleyCSI24,-0.173389569
2008,B90,Adult,2.615170615,Ashley,AshleyCSI24,-0.925774702
2009,B90,Adult,0.698412698,Ashley,AshleyCSI24,-0.777712733
2010,B90,Adult,1.869660877,Ashley,AshleyCSI24,0.189971003
2011,B90,Adult,4.161495974,Ashley,AshleyCSI24,0.226685352
2012,B90,Adult,0.81875,Ashley,AshleyCSI24,-1.175940399
2013,B90,Adult,0.263888889,Ashley,AshleyCSI24,-1.251794491
2014,B90,Adult,0.708333333,Ashley,AshleyCSI24,0.155644202
2015,B90,Adult,1.49047619,Ashley,AshleyCSI24,0.946276731
2016,B90,Adult,5.965909091,Ashley,AshleyCSI24,1.533593238
2017,B90,Adult,3.634469698,Ashley,AshleyCSI24,1.146275108
2007,B90,ImmatureFemale,4.150455367,Ashley,AshleyCSI24,-0.173389569
2008,B90,ImmatureFemale,4.504485125,Ashley,AshleyCSI24,-0.925774702
2009,B90,ImmatureFemale,0.694444444,Ashley,AshleyCSI24,-0.777712733
2010,B90,ImmatureFemale,0.937301587,Ashley,AshleyCSI24,0.189971003
2011,B90,ImmatureFemale,2.717412217,Ashley,AshleyCSI24,0.226685352
2012,B90,ImmatureFemale,1.583279655,Ashley,AshleyCSI24,-1.175940399
2013,B90,ImmatureFemale,1.236111111,Ashley,AshleyCSI24,-1.251794491
2014,B90,ImmatureFemale,0.268849206,Ashley,AshleyCSI24,0.155644202
2015,B90,ImmatureFemale,0.966071429,Ashley,AshleyCSI24,0.946276731
2016,B90,ImmatureFemale,1.75,Ashley,AshleyCSI24,1.533593238
2017,B90,ImmatureFemale,1.722222222,Ashley,AshleyCSI24,1.146275108
2007,B90,MatureFemale,0.872124989,Ashley,AshleyCSI24,-0.173389569
2008,B90,MatureFemale,1.681291844,Ashley,AshleyCSI24,-0.925774702
2009,B90,MatureFemale,0.396825397,Ashley,AshleyCSI24,-0.777712733
2010,B90,MatureFemale,1.455916306,Ashley,AshleyCSI24,0.189971003
2011,B90,MatureFemale,3.882154882,Ashley,AshleyCSI24,0.226685352
2012,B90,MatureFemale,0.633928571,Ashley,AshleyCSI24,-1.175940399
2013,B90,MatureFemale,0.277777778,Ashley,AshleyCSI24,-1.251794491
2014,B90,MatureFemale,0.470238095,Ashley,AshleyCSI24,0.155644202
2015,B90,MatureFemale,1.010714286,Ashley,AshleyCSI24,0.946276731
2016,B90,MatureFemale,3.988636364,Ashley,AshleyCSI24,1.533593238
2017,B90,MatureFemale,2.867108587,Ashley,AshleyCSI24,1.146275108
2007,B90,Total,9.592013889,Ashley,AshleyCSI24,-0.173389569
2008,B90,Total,10.03125,Ashley,AshleyCSI24,-0.925774702
2009,B90,Total,1.861111111,Ashley,AshleyCSI24,-0.777712733
2010,B90,Total,3.602922078,Ashley,AshleyCSI24,0.189971003
2011,B90,Total,10.08766234,Ashley,AshleyCSI24,0.226685352
2012,B90,Total,3.997496684,Ashley,AshleyCSI24,-1.175940399
2013,B90,Total,2.170138889,Ashley,AshleyCSI24,-1.251794491
2014,B90,Total,1.6875,Ashley,AshleyCSI24,0.155644202
2015,B90,Total,3.180952381,Ashley,AshleyCSI24,0.946276731
2016,B90,Total,9.818181818,Ashley,AshleyCSI24,1.533593238
2017,B90,Total,8.415719697,Ashley,AshleyCSI24,1.146275108
2007,P88,Total,43.51330637,Ashley,AshleyCSI24,-0.173389569
2008,P88,Total,51.87003437,Ashley,AshleyCSI24,-0.925774702
2009,P88,Total,31.10712204,Ashley,AshleyCSI24,-0.777712733
2010,P88,Total,19.28829762,Ashley,AshleyCSI24,0.189971003
2011,P88,Total,40.19162949,Ashley,AshleyCSI24,0.226685352
2012,P88,Total,41.76340781,Ashley,AshleyCSI24,-1.175940399
2013,P88,Total,67.42347751,Ashley,AshleyCSI24,-1.251794491
2014,P88,Total,33.29984774,Ashley,AshleyCSI24,0.155644202
2015,P88,Total,31.90391999,Ashley,AshleyCSI24,0.946276731
2016,P88,Total,32.67326143,Ashley,AshleyCSI24,1.533593238
2017,P88,Total,34.47886567,Ashley,AshleyCSI24,1.146275108
2007,T06,Total,1.722439093,Ashley,AshleyCSI24,-0.173389569
2008,T06,Total,2.202487118,Ashley,AshleyCSI24,-0.925774702
2009,T06,Total,0.622471894,Ashley,AshleyCSI24,-0.777712733
2010,T06,Total,1.258421724,Ashley,AshleyCSI24,0.189971003
2011,T06,Total,1.501418722,Ashley,AshleyCSI24,0.226685352
2012,T06,Total,2.46230477,Ashley,AshleyCSI24,-1.175940399
2013,T06,Total,1.338590387,Ashley,AshleyCSI24,-1.251794491
2014,T06,Total,0.588738549,Ashley,AshleyCSI24,0.155644202
2015,T06,Total,1.605047227,Ashley,AshleyCSI24,0.946276731
2016,T06,Total,2.273138556,Ashley,AshleyCSI24,1.533593238
2017,T06,Total,2.029875494,Ashley,AshleyCSI24,1.146275108
2005,B90,Juvenile,6.103115083,Ashley,AshleyRaw,14.24097141
2006,B90,Juvenile,7.45158836,Ashley,AshleyRaw,16.50673024
2007,B90,Juvenile,3.803229663,Ashley,AshleyRaw,16.83919398
2008,B90,Juvenile,3.488908281,Ashley,AshleyRaw,16.02660001
2009,B90,Juvenile,0.285714286,Ashley,AshleyRaw,14.53997577
2010,B90,Juvenile,0.368506494,Ashley,AshleyRaw,13.31631979
2011,B90,Juvenile,1.071428571,Ashley,AshleyRaw,18.4883356
2012,B90,Juvenile,1.339423075,Ashley,AshleyRaw,18.21052204
2013,B90,Juvenile,1.09375,Ashley,AshleyRaw,12.63339799
2014,B90,Juvenile,0.364583333,Ashley,AshleyRaw,13.53678157
2015,B90,Juvenile,1.020833333,Ashley,AshleyRaw,10.23177149
2016,B90,Juvenile,1.056818182,Ashley,AshleyRaw,11.91121018
2017,B90,Juvenile,1.03125,Ashley,AshleyRaw,13.09874233
2005,B90,Subadult,6.407519917,Ashley,AshleyRaw,14.24097141
2006,B90,Subadult,5.684793803,Ashley,AshleyRaw,16.50673024
2007,B90,Subadult,4.346304345,Ashley,AshleyRaw,16.83919398
2008,B90,Subadult,3.927170979,Ashley,AshleyRaw,16.02660001
2009,B90,Subadult,0.876984127,Ashley,AshleyRaw,14.53997577
2010,B90,Subadult,1.364754708,Ashley,AshleyRaw,13.31631979
2011,B90,Subadult,4.854737792,Ashley,AshleyRaw,18.4883356
2012,B90,Subadult,1.839323613,Ashley,AshleyRaw,18.21052204
2013,B90,Subadult,0.8125,Ashley,AshleyRaw,12.63339799
2014,B90,Subadult,0.614583333,Ashley,AshleyRaw,13.53678157
2015,B90,Subadult,0.650892857,Ashley,AshleyRaw,10.23177149
2016,B90,Subadult,2.227272727,Ashley,AshleyRaw,11.91121018
2017,B90,Subadult,2.645833333,Ashley,AshleyRaw,13.09874233
2005,B90,Adult,1.435198408,Ashley,AshleyRaw,14.24097141
2006,B90,Adult,1.962102686,Ashley,AshleyRaw,16.50673024
2007,B90,Adult,1.442479688,Ashley,AshleyRaw,16.83919398
2008,B90,Adult,2.615170615,Ashley,AshleyRaw,16.02660001
2009,B90,Adult,0.698412698,Ashley,AshleyRaw,14.53997577
2010,B90,Adult,1.869660877,Ashley,AshleyRaw,13.31631979
2011,B90,Adult,4.161495974,Ashley,AshleyRaw,18.4883356
2012,B90,Adult,0.81875,Ashley,AshleyRaw,18.21052204
2013,B90,Adult,0.263888889,Ashley,AshleyRaw,12.63339799
2014,B90,Adult,0.708333333,Ashley,AshleyRaw,13.53678157
2015,B90,Adult,1.49047619,Ashley,AshleyRaw,10.23177149
2016,B90,Adult,5.965909091,Ashley,AshleyRaw,11.91121018
2017,B90,Adult,3.634469698,Ashley,AshleyRaw,13.09874233
2005,B90,ImmatureFemale,7.169404762,Ashley,AshleyRaw,14.24097141
2006,B90,ImmatureFemale,7.546071795,Ashley,AshleyRaw,16.50673024
2007,B90,ImmatureFemale,4.150455367,Ashley,AshleyRaw,16.83919398
2008,B90,ImmatureFemale,4.504485125,Ashley,AshleyRaw,16.02660001
2009,B90,ImmatureFemale,0.694444444,Ashley,AshleyRaw,14.53997577
2010,B90,ImmatureFemale,0.937301587,Ashley,AshleyRaw,13.31631979
2011,B90,ImmatureFemale,2.717412217,Ashley,AshleyRaw,18.4883356
2012,B90,ImmatureFemale,1.583279655,Ashley,AshleyRaw,18.21052204
2013,B90,ImmatureFemale,1.236111111,Ashley,AshleyRaw,12.63339799
2014,B90,ImmatureFemale,0.268849206,Ashley,AshleyRaw,13.53678157
2015,B90,ImmatureFemale,0.966071429,Ashley,AshleyRaw,10.23177149
2016,B90,ImmatureFemale,1.75,Ashley,AshleyRaw,11.91121018
2017,B90,ImmatureFemale,1.722222222,Ashley,AshleyRaw,13.09874233
2005,B90,MatureFemale,0.88,Ashley,AshleyRaw,14.24097141
2006,B90,MatureFemale,1.156239664,Ashley,AshleyRaw,16.50673024
2007,B90,MatureFemale,0.872124989,Ashley,AshleyRaw,16.83919398
2008,B90,MatureFemale,1.681291844,Ashley,AshleyRaw,16.02660001
2009,B90,MatureFemale,0.396825397,Ashley,AshleyRaw,14.53997577
2010,B90,MatureFemale,1.455916306,Ashley,AshleyRaw,13.31631979
2011,B90,MatureFemale,3.882154882,Ashley,AshleyRaw,18.4883356
2012,B90,MatureFemale,0.633928571,Ashley,AshleyRaw,18.21052204
2013,B90,MatureFemale,0.277777778,Ashley,AshleyRaw,12.63339799
2014,B90,MatureFemale,0.470238095,Ashley,AshleyRaw,13.53678157
2015,B90,MatureFemale,1.010714286,Ashley,AshleyRaw,10.23177149
2016,B90,MatureFemale,3.988636364,Ashley,AshleyRaw,11.91121018
2017,B90,MatureFemale,2.867108587,Ashley,AshleyRaw,13.09874233
2005,B90,Total,13.94583333,Ashley,AshleyRaw,14.24097141
2006,B90,Total,15.09848485,Ashley,AshleyRaw,16.50673024
2007,B90,Total,9.592013889,Ashley,AshleyRaw,16.83919398
2008,B90,Total,10.03125,Ashley,AshleyRaw,16.02660001
2009,B90,Total,1.861111111,Ashley,AshleyRaw,14.53997577
2010,B90,Total,3.602922078,Ashley,AshleyRaw,13.31631979
2011,B90,Total,10.08766234,Ashley,AshleyRaw,18.4883356
2012,B90,Total,3.997496684,Ashley,AshleyRaw,18.21052204
2013,B90,Total,2.170138889,Ashley,AshleyRaw,12.63339799
2014,B90,Total,1.6875,Ashley,AshleyRaw,13.53678157
2015,B90,Total,3.180952381,Ashley,AshleyRaw,10.23177149
2016,B90,Total,9.818181818,Ashley,AshleyRaw,11.91121018
2017,B90,Total,8.415719697,Ashley,AshleyRaw,13.09874233
2005,P88,Total,65.96144796,Ashley,AshleyRaw,14.24097141
2006,P88,Total,55.55014446,Ashley,AshleyRaw,16.50673024
2007,P88,Total,43.51330637,Ashley,AshleyRaw,16.83919398
2008,P88,Total,51.87003437,Ashley,AshleyRaw,16.02660001
2009,P88,Total,31.10712204,Ashley,AshleyRaw,14.53997577
2010,P88,Total,19.28829762,Ashley,AshleyRaw,13.31631979
2011,P88,Total,40.19162949,Ashley,AshleyRaw,18.4883356
2012,P88,Total,41.76340781,Ashley,AshleyRaw,18.21052204
2013,P88,Total,67.42347751,Ashley,AshleyRaw,12.63339799
2014,P88,Total,33.29984774,Ashley,AshleyRaw,13.53678157
2015,P88,Total,31.90391999,Ashley,AshleyRaw,10.23177149
2016,P88,Total,32.67326143,Ashley,AshleyRaw,11.91121018
2017,P88,Total,34.47886567,Ashley,AshleyRaw,13.09874233
2006,T06,Total,1.596656406,Ashley,AshleyRaw,16.50673024
2007,T06,Total,1.722439093,Ashley,AshleyRaw,16.83919398
2008,T06,Total,2.202487118,Ashley,AshleyRaw,16.02660001
2009,T06,Total,0.622471894,Ashley,AshleyRaw,14.53997577
2010,T06,Total,1.258421724,Ashley,AshleyRaw,13.31631979
2011,T06,Total,1.501418722,Ashley,AshleyRaw,18.4883356
2012,T06,Total,2.46230477,Ashley,AshleyRaw,18.21052204
2013,T06,Total,1.338590387,Ashley,AshleyRaw,12.63339799
2014,T06,Total,0.588738549,Ashley,AshleyRaw,13.53678157
2015,T06,Total,1.605047227,Ashley,AshleyRaw,10.23177149
2016,T06,Total,2.273138556,Ashley,AshleyRaw,11.91121018
2017,T06,Total,2.029875494,Ashley,AshleyRaw,13.09874233
1980,B90,Juvenile,0.225281897,Ashley,Spot,21.96114268
1981,B90,Juvenile,0.997661012,Ashley,Spot,24.19097222
1982,B90,Juvenile,0.313705723,Ashley,Spot,20.45575397
1983,B90,Juvenile,2.603951439,Ashley,Spot,21.31035354
1984,B90,Juvenile,2.653470102,Ashley,Spot,21.390955
1985,B90,Juvenile,3.786729714,Ashley,Spot,23.96688312
1986,B90,Juvenile,2.263747225,Ashley,Spot,24.93296958
1987,B90,Juvenile,3.373737723,Ashley,Spot,25.56834795
1988,B90,Juvenile,2.549273845,Ashley,Spot,25.32893519
1989,B90,Juvenile,5.321034207,Ashley,Spot,22.30762987
1990,B90,Juvenile,3.280631088,Ashley,Spot,24.9026425
1991,B90,Juvenile,3.035089485,Ashley,Spot,22.74134997
1992,B90,Juvenile,3.192385103,Ashley,Spot,24.67083333
1993,B90,Juvenile,2.463647285,Ashley,Spot,22.21158009
1994,B90,Juvenile,4.659624046,Ashley,Spot,22.01040904
1995,B90,Juvenile,1.754516024,Ashley,Spot,23.95767196
1996,B90,Juvenile,5.427508825,Ashley,Spot,24.67460317
1997,B90,Juvenile,3.895550336,Ashley,Spot,24.74345238
1998,B90,Juvenile,0.635371066,Ashley,Spot,23.3405754
1999,B90,Juvenile,1.435715649,Ashley,Spot,24.99632937
2000,B90,Juvenile,0.651675003,Ashley,Spot,24.6400463
2001,B90,Juvenile,4.881045129,Ashley,Spot,27.90197025
2002,B90,Juvenile,0.327685458,Ashley,Spot,28.68055556
2003,B90,Juvenile,0.375,Ashley,Spot,29.01388889
2004,B90,Juvenile,4.130611935,Ashley,Spot,27.22152778
2005,B90,Juvenile,6.103115083,Ashley,Spot,25.5625
2006,B90,Juvenile,7.45158836,Ashley,Spot,26.07083333
2007,B90,Juvenile,3.803229663,Ashley,Spot,28.26309524
2008,B90,Juvenile,3.488908281,Ashley,Spot,30.43333333
2009,B90,Juvenile,0.285714286,Ashley,Spot,27.95833333
2010,B90,Juvenile,0.368506494,Ashley,Spot,25.01349206
2011,B90,Juvenile,1.071428571,Ashley,Spot,27.87857143
2012,B90,Juvenile,1.339423075,Ashley,Spot,26.825
2013,B90,Juvenile,1.09375,Ashley,Spot,23.48819444
2014,B90,Juvenile,0.364583333,Ashley,Spot,19.88888889
2015,B90,Juvenile,1.020833333,Ashley,Spot,18.70833333
2016,B90,Juvenile,1.056818182,Ashley,Spot,22.03409091
2017,B90,Juvenile,1.03125,Ashley,Spot,21.625
2018,B90,Juvenile,2.135645604,Ashley,Spot,19.45
1980,B90,Subadult,0.516251095,Ashley,Spot,21.96114268
1981,B90,Subadult,2.430595342,Ashley,Spot,24.19097222
1982,B90,Subadult,0.506836445,Ashley,Spot,20.45575397
1983,B90,Subadult,1.133329224,Ashley,Spot,21.31035354
1984,B90,Subadult,5.402667441,Ashley,Spot,21.390955
1985,B90,Subadult,1.880357017,Ashley,Spot,23.96688312
1986,B90,Subadult,7.494602928,Ashley,Spot,24.93296958
1987,B90,Subadult,5.078770835,Ashley,Spot,25.56834795
1988,B90,Subadult,5.961952473,Ashley,Spot,25.32893519
1989,B90,Subadult,3.679890384,Ashley,Spot,22.30762987
1990,B90,Subadult,2.523694062,Ashley,Spot,24.9026425
1991,B90,Subadult,3.181346248,Ashley,Spot,22.74134997
1992,B90,Subadult,8.208187838,Ashley,Spot,24.67083333
1993,B90,Subadult,4.515128384,Ashley,Spot,22.21158009
1994,B90,Subadult,7.508564095,Ashley,Spot,22.01040904
1995,B90,Subadult,2.508236219,Ashley,Spot,23.95767196
1996,B90,Subadult,8.51979607,Ashley,Spot,24.67460317
1997,B90,Subadult,4.411453686,Ashley,Spot,24.74345238
1998,B90,Subadult,1.390833543,Ashley,Spot,23.3405754
1999,B90,Subadult,3.132581048,Ashley,Spot,24.99632937
2000,B90,Subadult,3.363623467,Ashley,Spot,24.6400463
2001,B90,Subadult,8.907989704,Ashley,Spot,27.90197025
2002,B90,Subadult,1.277158,Ashley,Spot,28.68055556
2003,B90,Subadult,1.770833333,Ashley,Spot,29.01388889
2004,B90,Subadult,11.38067721,Ashley,Spot,27.22152778
2005,B90,Subadult,6.407519917,Ashley,Spot,25.5625
2006,B90,Subadult,5.684793803,Ashley,Spot,26.07083333
2007,B90,Subadult,4.346304345,Ashley,Spot,28.26309524
2008,B90,Subadult,3.927170979,Ashley,Spot,30.43333333
2009,B90,Subadult,0.876984127,Ashley,Spot,27.95833333
2010,B90,Subadult,1.364754708,Ashley,Spot,25.01349206
2011,B90,Subadult,4.854737792,Ashley,Spot,27.87857143
2012,B90,Subadult,1.839323613,Ashley,Spot,26.825
2013,B90,Subadult,0.8125,Ashley,Spot,23.48819444
2014,B90,Subadult,0.614583333,Ashley,Spot,19.88888889
2015,B90,Subadult,0.650892857,Ashley,Spot,18.70833333
2016,B90,Subadult,2.227272727,Ashley,Spot,22.03409091
2017,B90,Subadult,2.645833333,Ashley,Spot,21.625
2018,B90,Subadult,2.857371875,Ashley,Spot,19.45
1980,B90,Adult,0.426618007,Ashley,Spot,21.96114268
1981,B90,Adult,2.435336523,Ashley,Spot,24.19097222
1982,B90,Adult,0.332642996,Ashley,Spot,20.45575397
1983,B90,Adult,0.959436422,Ashley,Spot,21.31035354
1984,B90,Adult,2.880002933,Ashley,Spot,21.390955
1985,B90,Adult,2.114983546,Ashley,Spot,23.96688312
1986,B90,Adult,3.696948961,Ashley,Spot,24.93296958
1987,B90,Adult,7.448543662,Ashley,Spot,25.56834795
1988,B90,Adult,3.995690319,Ashley,Spot,25.32893519
1989,B90,Adult,2.887446624,Ashley,Spot,22.30762987
1990,B90,Adult,1.989685504,Ashley,Spot,24.9026425
1991,B90,Adult,1.656443111,Ashley,Spot,22.74134997
1992,B90,Adult,8.692348043,Ashley,Spot,24.67083333
1993,B90,Adult,1.739100039,Ashley,Spot,22.21158009
1994,B90,Adult,3.242070921,Ashley,Spot,22.01040904
1995,B90,Adult,1.410730829,Ashley,Spot,23.95767196
1996,B90,Adult,6.337436666,Ashley,Spot,24.67460317
1997,B90,Adult,1.606427524,Ashley,Spot,24.74345238
1998,B90,Adult,0.871695777,Ashley,Spot,23.3405754
1999,B90,Adult,1.508673914,Ashley,Spot,24.99632937
2000,B90,Adult,4.313552805,Ashley,Spot,24.6400463
2001,B90,Adult,13.17016945,Ashley,Spot,27.90197025
2002,B90,Adult,0.691417647,Ashley,Spot,28.68055556
2003,B90,Adult,3.993055556,Ashley,Spot,29.01388889
2004,B90,Adult,4.245655651,Ashley,Spot,27.22152778
2005,B90,Adult,1.435198408,Ashley,Spot,25.5625
2006,B90,Adult,1.962102686,Ashley,Spot,26.07083333
2007,B90,Adult,1.442479688,Ashley,Spot,28.26309524
